date,symbol,cashAndCashEquivalents,propertyPlantEquipmentNet,totalDebt,mktCap,industry,sector,image,isActivelyTrading,ebit,workingCapital,Security Name,Exchange,enterpriseValue,earningsYield,returnOnCapital,rocRank,yieldRank,rankSum,overallRank
2024-12-31,BTMWW,29472000.0,29442000.0,63507000.0,108650148.0,Investment - Banking & Investment Services,Financial Services,https://images.financialmodelingprep.com/symbol/BTMWW.png,True,24359000.0,-6296000.0,Bitcoin Depot Inc. - Warrant,NASDAQ,142685148.0,17.071853897505857,105.2406463319796,349.0,417.0,766.0,53.0
2024-12-31,STLA,34100000000.0,45011000000.0,37227000000.0,29995594215.0,Auto - Manufacturers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/STLA.png,True,28539000000.0,6392000000.0,Stellantis N.V. Common Shares,NYSE,33122594215.0,86.16172940667715,55.520105830399004,587.0,182.0,769.0,54.0
2024-12-31,TH,190668000.0,59870000.0,209646000.0,686751045.0,Specialty Business Services,Industrials,https://images.financialmodelingprep.com/symbol/TH.png,True,99197000.0,15932000.0,Target Hospitality Corp. - Common Stock,NASDAQ,705729045.0,14.055961094813663,130.863301759848,288.0,506.0,794.0,55.0
2024-12-31,COE,27758000.0,3251000.0,2683000.0,1943374.0,Education & Training Services,Consumer Defensive,https://images.financialmodelingprep.com/symbol/COE.png,True,-8440276.0,-16809000.0,"51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares",AMEX,-23131626.0,36.488035903744944,62.25310517775483,534.0,266.0,800.0,56.0
2024-12-31,SWKH,5927000.0,48000.0,31412000.0,168093520.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/SWKH.png,True,24512000.0,14689000.0,SWK Holdings Corporation - Common Stock,NASDAQ,193578520.0,12.662561941273237,166.32964646807355,238.0,564.0,802.0,57.0
2024-06-30,BHP,12389000000.0,71629000000.0,20178000000.0,63307285742.0,Industrial Materials,Basic Materials,https://images.financialmodelingprep.com/symbol/BHP.png,True,43263000000.0,8558000000.0,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),NYSE,71096285742.0,60.85128013156172,53.952635714018484,604.0,219.0,823.0,58.0
2024-12-31,MTG,229485000.0,35679000.0,644667000.0,6311075460.0,Insurance - Specialty,Financial Services,https://images.financialmodelingprep.com/symbol/MTG.png,True,722857000.0,212693000.0,MGIC Investment Corporation Common Stock,NYSE,6726257460.0,10.746793507365982,291.0380397146216,147.0,678.0,825.0,59.0
2024-12-31,IHG,1008000000.0,422000000.0,3688000000.0,18738803204.0,Travel Lodging,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/IHG.png,True,2064000000.0,-59000000.0,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),NYSE,21418803204.0,9.636392754262499,568.595041322314,79.0,754.0,833.0,60.0
2023-12-31,PSIG,10769662.0,244148.0,64916.0,8832158.0,Integrated Freight & Logistics,Industrials,https://images.financialmodelingprep.com/symbol/PSIG.png,True,-1249811.0,-2663786.0,PS International Group Ltd. - Ordinary Shares,NASDAQ,-1872588.0,66.74244414681714,51.65280922187534,626.0,208.0,834.0,61.0
2024-02-29,KARO,459527000.0,2032794000.0,266805000.0,1359319266.0,Software - Application,Technology,https://images.financialmodelingprep.com/symbol/KARO.png,True,1123656000.0,302064000.0,Karooooo Ltd. - Ordinary shares,NASDAQ,1166597266.0,96.31910109413886,48.12523930791509,663.0,172.0,835.0,62.0
2024-12-31,OMC,4339400000.0,1868300000.0,6870800000.0,15140458400.0,Advertising Agencies,Communication Services,https://images.financialmodelingprep.com/symbol/OMC.png,True,2386000000.0,89900000.0,Omnicom Group Inc. Common Stock,NYSE,17671858400.0,13.501692612023191,121.84659381064242,307.0,535.0,842.0,63.0
2024-06-30,DRD,521500000.0,6794900000.0,29200000.0,1191885184.0,Gold,Basic Materials,https://images.financialmodelingprep.com/symbol/DRD.png,True,2919750000.0,540100000.0,DRDGOLD Limited American Depositary Shares,NYSE,699585184.0,417.3544647280581,39.805725971370144,781.0,76.0,857.0,64.0
2024-12-31,CTMX,38052000.0,10603000.0,9385000.0,171723369.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/CTMX.png,True,24536000.0,21533000.0,"CytomX Therapeutics, Inc. - Common Stock",NASDAQ,143056369.0,17.1512811149289,76.35051033109286,447.0,414.0,861.0,65.0
2024-12-31,BTM,29472000.0,29442000.0,63507000.0,104221149.0,Financial - Capital Markets,Financial Services,https://images.financialmodelingprep.com/symbol/BTM.png,True,21002000.0,-6296000.0,Bitcoin Depot Inc. - Class A Common Stock,NASDAQ,138256149.0,15.190644432024502,90.73706039920505,394.0,469.0,863.0,66.0
2024-12-31,SDHC,22363000.0,12670000.0,12073000.0,177309974.0,Real Estate - Development,Real Estate,https://images.financialmodelingprep.com/symbol/SDHC.png,True,119989000.0,241718000.0,Smith Douglas Homes Corp. Class A Common Stock,NYSE,167019974.0,71.84110805812962,47.167712313473906,672.0,196.0,868.0,67.0
2024-06-27,JBSS,484000.0,192498000.0,55567000.0,738568532.0,Packaged Foods,Consumer Defensive,https://images.financialmodelingprep.com/symbol/JBSS.png,True,75658000.0,-173991000.0,"John B. Sanfilippo & Son, Inc. - Common Stock",NASDAQ,793651532.0,9.53289913135328,408.8074782514724,105.0,763.0,868.0,67.0
2024-12-31,HCXY,113124000.0,16778000.0,18194000.0,3066448700.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/HCXY.png,True,288929000.0,65264000.0,"Hercules Capital, Inc. 6.25% Notes due 2033",NYSE,2971518700.0,9.723277191558646,352.1720582140855,123.0,746.0,869.0,69.0
2024-12-31,CINT,350581000.0,86229735.0,917799000.0,848498232.0,Software - Infrastructure,Technology,https://images.financialmodelingprep.com/symbol/CINT.png,True,312177000.0,411393384.0,CI&T Inc Class A Common Shares,NYSE,1415716232.0,22.050817313790606,62.733620702216605,529.0,345.0,874.0,70.0
2024-12-31,LPA,23664288.0,415711.0,279315896.0,202382720.0,REIT - Industrial,Real Estate,https://images.financialmodelingprep.com/symbol/LPA.png,True,45036532.0,13476918.0,Logistic Properties of the Americas Ordinary Shares,AMEX,458034328.0,9.83256695991572,324.1757337650059,136.0,739.0,875.0,71.0
2024-12-31,MDBH,20437492.0,731845.0,711503.0,42290182.0,Financial - Capital Markets,Financial Services,https://images.financialmodelingprep.com/symbol/MDBH.png,True,11377173.0,22404450.0,"MDB Capital Holdings, LLC - Class A common ",NASDAQ,22564193.0,50.421360072571616,49.17456749233185,649.0,230.0,879.0,72.0
2024-12-31,TME,13164000000.0,1098000000.0,6051000000.0,11354016763.0,Internet Content & Information,Communication Services,https://images.financialmodelingprep.com/symbol/TME.png,True,7898000000.0,17994000000.0,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",NYSE,4241016763.0,186.22892672589043,41.368112298344855,755.0,129.0,884.0,73.0
2024-12-31,FPI,78441000.0,194000.0,203877000.0,470017800.0,REIT - Specialty,Real Estate,https://images.financialmodelingprep.com/symbol/FPI.png,True,78971000.0,71539000.0,Farmland Partners Inc. Common Stock,NYSE,595453800.0,13.26232194672366,110.09019558641072,339.0,545.0,884.0,73.0
2024-12-31,DALN,9594000.0,30067000.0,17379000.0,23237352.0,Publishing,Communication Services,https://images.financialmodelingprep.com/symbol/DALN.png,True,28906000.0,35207000.0,DallasNews Corporation - Series A Common Stock,NASDAQ,31022352.0,93.17797696319093,44.28409473909979,713.0,175.0,888.0,75.0
2024-12-31,RTO,925000000.0,963000000.0,4141000000.0,11580549120.0,Specialty Business Services,Industrials,https://images.financialmodelingprep.com/symbol/RTO.png,True,1432000000.0,-488000000.0,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),NYSE,14796549120.0,9.677932255598797,301.4736842105263,145.0,751.0,896.0,76.0
2024-12-31,KRO,106700000.0,714700000.0,528000000.0,868521800.0,Chemicals - Specialty,Basic Materials,https://images.financialmodelingprep.com/symbol/KRO.png,True,210100000.0,-430300000.0,Kronos Worldwide Inc Common Stock,NYSE,1289821800.0,16.289071870238196,73.87482419127988,457.0,441.0,898.0,77.0
2024-12-31,TGNA,693214000.0,507854000.0,3139872000.0,2764452800.0,Broadcasting,Communication Services,https://images.financialmodelingprep.com/symbol/TGNA.png,True,761547000.0,393388000.0,TEGNA Inc,NYSE,5211110800.0,14.613909188037223,84.49972371460717,416.0,490.0,906.0,78.0
2024-12-31,CROX,180485000.0,551563000.0,1701296000.0,6664466210.0,Apparel - Footwear & Accessories,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/CROX.png,True,1018231000.0,368750000.0,"Crocs, Inc. - Common Stock",NASDAQ,8185277210.0,12.439786385683082,110.63964107863302,338.0,573.0,911.0,79.0
2024-12-31,SBC,125044092.0,14038958.0,12214143.0,359012981.0,Consulting Services,Industrials,https://images.financialmodelingprep.com/symbol/SBC.png,True,71657781.0,123259130.0,SBC Medical Group Holdings Incorporated - Common Stock,NASDAQ,246183032.0,29.107522325096717,52.19139031273327,619.0,293.0,912.0,80.0
2024-12-31,FORTY,507799000.0,208167000.0,644213000.0,1472705835.0,Information Technology Services,Technology,https://images.financialmodelingprep.com/symbol/FORTY.png,True,333106000.0,346792000.0,Formula Systems (1985) Ltd. - American Depositary Shares,NASDAQ,1609119835.0,20.70113068987183,60.023533270025354,551.0,364.0,915.0,81.0
2024-12-31,CNC,14063000000.0,2067000000.0,19429000000.0,31284300610.0,Medical - Healthcare Plans,Healthcare,https://images.financialmodelingprep.com/symbol/CNC.png,True,5224000000.0,4145000000.0,Centene Corporation Common Stock,NYSE,36650300610.0,14.253634794402304,84.0952994204765,418.0,499.0,917.0,82.0
2024-12-31,GCMGW,89454000.0,63829000.0,485915000.0,65992608.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/GCMGW.png,True,83251000.0,66961000.0,GCM Grosvenor Inc. - Warrant,NASDAQ,462453608.0,18.002021945518045,63.652419909779034,524.0,397.0,921.0,83.0
2024-12-31,HLF,415300000.0,645900000.0,2469300000.0,719039820.0,Packaged Foods,Consumer Defensive,https://images.financialmodelingprep.com/symbol/HLF.png,True,437500000.0,-35000000.0,Herbalife Ltd. Common Shares,NYSE,2773039820.0,15.776910120244866,71.61564904239647,467.0,456.0,923.0,84.0
2024-06-30,HMY,4693000000.0,41348000000.0,2291000000.0,8779012529.0,Gold,Basic Materials,https://images.financialmodelingprep.com/symbol/HMY.png,True,18255000000.0,7810000000.0,Harmony Gold Mining Company Limited,NYSE,6377012529.0,286.2625707097776,37.13535945319175,832.0,94.0,926.0,85.0
