date,symbol,cashAndCashEquivalents,propertyPlantEquipmentNet,totalDebt,mktCap,industry,sector,image,ipoDate,isActivelyTrading,ebit,workingCapital,Security Name,Exchange,enterpriseValue,earningsYield,returnOnCapital,rocRank,yieldRank,rankSum,overallRank
2024-12-31,ASG,0.0,0.0,0.0,303823839.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/ASG.png,1986-03-06,True,105331414.0,0.0,"Liberty All-Star Growth Fund, Inc.",NYSE,303823839.0,34.66858109182144,inf,1.0,383.0,384.0,11.0
2024-12-31,EAI,0.0,0.0,2305381000.0,978127702.0,Regulated Electric,Utilities,https://images.financialmodelingprep.com/symbol/EAI.png,2007-12-17,True,2661823000.0,6446000.0,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",NYSE,3283508702.0,81.06642136744367,41294.182438721684,144.0,241.0,385.0,12.0
2024-11-30,CIF,0.0,0.0,0.0,30792654.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/CIF.png,1988-07-22,True,9400736.0,0.0,MFS Intermediate High Income Fund Common Stock,NYSE,30792654.0,30.52915153075146,inf,1.0,418.0,419.0,13.0
2024-10-31,CHW,14967.0,0.0,0.0,430231724.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/CHW.png,2007-07-26,True,199575043.0,14967.0,Calamos Global Dynamic Income Fund - Closed End Fund,NASDAQ,430216757.0,46.389416440141126,1333433.8411171243,120.0,307.0,427.0,14.0
2024-10-31,UTG,0.0,0.0,0.0,2947886921.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/UTG.png,2004-02-25,True,872890990.0,0.0,Reaves Utility Income Fund Common Shares of Beneficial Interest,AMEX,2947886921.0,29.610735194140105,inf,1.0,431.0,432.0,15.0
2024-12-31,CEROW,3327060.0,1992888.0,1575499.0,93724.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/CEROW.png,,True,-10579423.0,-3688344.0,"CERo Therapeutics Holdings, Inc. - Warrants",NASDAQ,-1657837.0,638.1461506770569,623.9868802257328,364.0,77.0,441.0,16.0
2024-12-31,BST,136393.0,0.0,0.0,1238462400.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/BST.png,2014-10-29,True,562490039.0,298471.0,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,NYSE,1238326007.0,45.42342128166255,188457.18310991686,129.0,313.0,442.0,17.0
2024-11-30,DFP,0.0,0.0,0.0,415075001.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/DFP.png,2013-05-24,True,115033335.0,0.0,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,NYSE,415075001.0,27.713867306597923,inf,1.0,450.0,451.0,18.0
2024-10-31,CHY,0.0,0.0,0.0,797332312.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/CHY.png,2003-05-29,True,218845908.0,0.0,Calamos Convertible and High Income Fund - Closed End Fund,NASDAQ,797332312.0,27.44726442241563,inf,1.0,454.0,455.0,19.0
2024-11-30,FFC,0.0,0.0,0.0,753020577.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/FFC.png,2003-01-30,True,205554830.0,0.0,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,NYSE,753020577.0,27.297372246973804,inf,1.0,455.0,456.0,20.0
2024-11-30,PFO,0.0,0.0,0.0,116911062.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/PFO.png,1992-02-06,True,31627003.0,0.0,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,NYSE,116911062.0,27.052190322246837,inf,1.0,458.0,459.0,21.0
2024-10-31,FAX,2726735.0,0.0,0.0,642770082.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/FAX.png,1986-04-17,True,316238591.0,2726735.0,"abrdn Asia-Pacific Income Fund, Inc. Common Stock",AMEX,640043347.0,49.408933392131644,11597.701683515266,166.0,296.0,462.0,22.0
2024-12-31,GRF,0.0,0.0,0.0,38369013.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/GRF.png,2004-01-23,True,10246646.0,0.0,"Eagle Capital Growth Fund, Inc. Common Stock",AMEX,38369013.0,26.70552406443189,inf,1.0,463.0,464.0,23.0
2024-11-30,NML,2135175.0,0.0,0.0,492365841.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/NML.png,2013-03-26,True,234484601.0,2135175.0,Neuberger Berman Energy Infrastructure and Income Fund Inc. Common Stock,AMEX,490230666.0,47.83148367956239,10981.98513002447,167.0,303.0,470.0,24.0
2024-10-31,CHI,0.0,0.0,0.0,769231840.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/CHI.png,2002-06-27,True,200097920.0,0.0,Calamos Convertible Opportunities and Income Fund - Closed End Fund,NASDAQ,769231840.0,26.0126933903308,inf,1.0,470.0,471.0,25.0
2024-12-31,KKRS,9062000.0,0.0,0.0,15591521593.0,Financial - Credit Services,Financial Services,https://images.financialmodelingprep.com/symbol/KKRS.png,2021-04-21,True,6461186000.0,9062000.0,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,NYSE,15582459593.0,41.464481017505825,71299.77929816817,137.0,336.0,473.0,26.0
2024-11-30,PFD,0.0,0.0,0.0,143681786.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/PFD.png,1991-01-25,True,37092043.0,0.0,Flaherty & Crumrine Preferred and Income Fund Incorporated,NYSE,143681786.0,25.815410590734167,inf,1.0,473.0,474.0,27.0
2024-10-31,MXF,0.0,0.0,0.0,231611128.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/MXF.png,1981-06-04,True,159474297.0,6197857.0,"Mexico Fund, Inc. (The) Common Stock",NYSE,231611128.0,68.85433285398965,2573.0554448093917,217.0,257.0,474.0,27.0
2024-12-31,RGT,5481.0,0.0,0.0,71655963.0,Asset Management - Global,Financial Services,https://images.financialmodelingprep.com/symbol/RGT.png,2013-10-09,True,27455529.0,5481.0,"Royce Global Trust, Inc. Common Stock",NYSE,71650482.0,38.318694073823536,500921.8938149973,123.0,358.0,481.0,29.0
2024-06-30,PTN,9527396.0,915682.0,590338.0,2447146.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/PTN.png,1997-10-15,False,-27028318.0,-5889039.0,"Palatin Technologies, Inc. Common Stock",AMEX,-6489912.0,416.46663313770665,543.4622529611287,380.0,101.0,481.0,29.0
2024-10-31,CGO,18.0,0.0,0.0,107833262.0,Asset Management - Global,Financial Services,https://images.financialmodelingprep.com/symbol/CGO.png,2005-10-27,True,38439656.0,18.0,Calamos Global Total Return Fund - Closed End Fund,NASDAQ,107833244.0,35.647314848471034,213553644.44444445,113.0,373.0,486.0,31.0
2024-12-31,EOS,0.0,0.0,0.0,1203848990.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/EOS.png,2005-01-27,True,468095034.0,1015743.0,Eaton Vance Enhance Equity Income Fund II Common Stock,NYSE,1203848990.0,38.88320195376,46084.00294168899,142.0,346.0,488.0,32.0
2024-12-31,MBIO,6839000.0,452000.0,878000.0,3735355.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/MBIO.png,2017-08-22,True,-15747000.0,-4003000.0,"Mustang Bio, Inc. - Common Stock",NASDAQ,-2225645.0,707.5252342579342,443.45254857786534,420.0,72.0,492.0,33.0
2024-09-30,EOI,0.0,0.0,0.0,802871564.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/EOI.png,2004-10-27,True,352052749.0,3685286.0,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,NYSE,802871564.0,43.84919889876683,9552.928836459369,169.0,326.0,495.0,34.0
2024-10-31,CEE,44987.0,0.0,0.0,97660965.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/CEE.png,1990-02-28,True,41255890.0,336027.0,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",NYSE,97615978.0,42.26346018886375,12277.552101468036,165.0,332.0,497.0,35.0
2024-12-31,DMO,6748.0,0.0,0.0,134178000.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/DMO.png,2010-02-24,True,57426467.0,602411.0,Western Asset Mortgage Opportunity Fund Inc. Common Stock,NYSE,134171252.0,42.800872872528615,9532.77197793533,170.0,329.0,499.0,36.0
2024-09-30,ECF,32146.0,0.0,0.0,131765364.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/ECF.png,1986-06-23,True,32050803.0,0.0,Ellsworth Growth and Income Fund Ltd.,AMEX,131733218.0,24.33008430720944,inf,1.0,500.0,501.0,37.0
2024-11-30,EDF,0.0,0.0,0.0,149991467.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/EDF.png,2010-12-27,True,35997000.0,0.0,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,NYSE,149991467.0,23.999365243890843,inf,1.0,510.0,511.0,38.0
2024-12-31,RVPHW,13476331.0,0.0,458154.0,2608092.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/RVPHW.png,,True,-37289161.0,-7646021.0,"Reviva Pharmaceuticals Holdings, Inc. - Warrants",NASDAQ,-10410085.0,358.20227212361857,487.69367753502115,404.0,109.0,513.0,39.0
2024-07-31,JFR,2370612.0,0.0,477390640.0,1103280880.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/JFR.png,2004-03-25,True,372082962.0,0.0,Nuveen Floating Rate Income Fund Common Stock,NYSE,1578300908.0,23.57490641448709,inf,1.0,517.0,518.0,40.0
2024-12-31,PAL,15398714.0,133607172.0,93571545.0,222237434.0,Integrated Freight & Logistics,Industrials,https://images.financialmodelingprep.com/symbol/PAL.png,2012-02-20,True,771383349.0,15063511.0,"Proficient Auto Logistics, Inc. - Common Stock",NASDAQ,300410265.0,256.7766281222115,518.8537063490857,390.0,130.0,520.0,41.0
2024-04-30,MHI,3707961.0,0.0,50000000.0,210406812.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/MHI.png,2003-07-18,True,103716210.0,2018587.0,"Pioneer Municipal High Income Fund, Inc.",NYSE,256698851.0,40.403846607011104,5138.0599399480925,187.0,339.0,526.0,42.0
2024-10-31,NRO,116550.0,0.0,0.0,154444550.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/NRO.png,2003-10-29,True,64454433.0,1422916.0,"Neuberger Berman Real Estate Securities Income Fund, Inc.",AMEX,154328000.0,41.76457480172101,4529.742655223499,192.0,335.0,527.0,43.0
2024-12-31,RVT,98380.0,0.0,0.0,1729036540.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/RVT.png,1986-11-19,True,554200363.0,98380.0,"Royce Small-Cap Trust, Inc. Common Stock",NYSE,1728938160.0,32.054377410467936,563326.2482211832,122.0,406.0,528.0,44.0
2024-11-30,NXG,0.0,0.0,0.0,175170521.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/NXG.png,2012-09-26,True,67392790.0,1059353.0,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,NYSE,175170521.0,38.47267771727413,6361.69341097821,180.0,350.0,530.0,45.0
2023-12-31,NCI,5849306.0,25182536.0,54638254.0,7284720.0,Apparel - Manufacturers,Consumer Cyclical,https://images.financialmodelingprep.com/symbol/NCI.png,2012-06-17,True,108822000.0,-6088795.0,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares,NASDAQ,56073668.0,194.06970130792942,569.9354568599207,374.0,160.0,534.0,46.0
2024-12-31,SPXX,1611.0,0.0,0.0,305679200.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/SPXX.png,2005-11-23,True,108143174.0,678124.0,Nuveen S&P 500 Dynamic Overwrite Fund,NYSE,305677589.0,35.37818207536307,15947.404014605,159.0,376.0,535.0,47.0
2024-04-30,PMO,0.0,0.0,7581115.0,285892607.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/PMO.png,1993-05-24,True,67143710.77,0.0,Putnam Municipal Opportunities Trust Common Stock,NYSE,293473722.0,22.878951584632848,inf,1.0,537.0,538.0,48.0
2024-12-31,ETJ,0.0,0.0,0.0,592928858.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/ETJ.png,2007-07-27,True,134994761.0,0.0,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,NYSE,592928858.0,22.76744657956925,inf,1.0,541.0,542.0,49.0
2024-10-31,CCD,0.0,0.0,0.0,578384434.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/CCD.png,2015-03-27,True,129175435.0,0.0,Calamos Dynamic Convertible & Income Fund - Closed End Fund,NASDAQ,578384434.0,22.333836702112905,inf,1.0,545.0,546.0,50.0
2024-06-30,KZIA,1657000.0,0.0,634000.0,7959.0,Biotechnology,Healthcare,https://images.financialmodelingprep.com/symbol/KZIA.png,1999-01-06,True,-52608527.0,-19652000.0,Kazia Therapeutics Limited - American Depositary Shares,NASDAQ,-1015041.0,5182.896749983498,267.7006258904946,538.0,9.0,547.0,51.0
2024-11-30,SRV,0.0,0.0,0.0,175907910.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/SRV.png,2007-09-04,True,61930233.0,819982.0,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,NYSE,175907910.0,35.20605355381688,7552.633228534285,174.0,377.0,551.0,52.0
2024-10-31,JEQ,663947.0,0.0,0.0,96938100.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/JEQ.png,1992-08-14,True,38569724.0,1397288.0,"abrdn Japan Equity Fund, Inc. Common Stock",NYSE,96274153.0,40.06238725361728,2760.3274342869904,212.0,340.0,552.0,53.0
2024-10-31,GDO,196962.0,0.0,0.0,86397906.0,Asset Management - Global,Financial Services,https://images.financialmodelingprep.com/symbol/GDO.png,2009-11-24,True,47888009.0,3613184.0,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,NYSE,86200944.0,55.55392641639748,1325.3686775984838,266.0,289.0,555.0,54.0
2024-10-31,GLQ,19750.0,0.0,0.0,123729004.0,Asset Management - Global,Financial Services,https://images.financialmodelingprep.com/symbol/GLQ.png,2005-04-27,True,37107864.0,19750.0,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,AMEX,123709254.0,29.996029238039057,187887.91898734178,130.0,427.0,557.0,55.0
2024-09-30,EIM,0.0,0.0,0.0,563532750.0,Asset Management - Bonds,Financial Services,https://images.financialmodelingprep.com/symbol/EIM.png,2002-08-28,True,121775778.0,0.0,"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",AMEX,563532750.0,21.609352428940465,inf,1.0,560.0,561.0,56.0
2024-12-31,ETV,24809.0,0.0,0.0,1572689850.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/ETV.png,2005-06-28,True,440316379.0,24809.0,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,NYSE,1572665041.0,27.998103062049307,1774825.1803780887,119.0,443.0,562.0,57.0
2024-10-31,EOD,1085.0,0.0,0.0,222220044.0,Asset Management - Global,Financial Services,https://images.financialmodelingprep.com/symbol/EOD.png,2007-03-28,True,86441965.0,3706077.0,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,NYSE,222218959.0,38.899455469053834,2332.4384517644935,220.0,345.0,565.0,58.0
2024-09-30,DSL,1563081.0,0.0,0.0,1360092600.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/DSL.png,2013-04-26,True,421143382.0,1563081.0,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,NYSE,1358529519.0,30.99994340277563,26943.157904164917,152.0,414.0,566.0,59.0
2024-07-31,JQC,277536.0,0.0,493824030.0,724152060.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/JQC.png,2003-06-26,True,254967678.0,0.0,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,NYSE,1217698554.0,20.93848901786575,inf,1.0,574.0,575.0,60.0
2024-07-31,GHY,2130415.0,0.0,145000000.0,534056895.0,Asset Management - Global,Financial Services,https://images.financialmodelingprep.com/symbol/GHY.png,2012-12-24,True,140967042.0,0.0,"PGIM Global High Yield Fund, Inc.",NYSE,676926480.0,20.824571968288197,inf,1.0,580.0,581.0,61.0
2024-07-31,HPI,389922.0,0.0,257100000.0,429302232.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/HPI.png,2003-07-15,True,142677222.0,0.0,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,NYSE,686012310.0,20.798055650050944,inf,1.0,584.0,585.0,62.0
2024-12-31,RMT,37945.0,0.0,0.0,443975196.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/RMT.png,1993-12-15,True,119099240.0,37945.0,"Royce Micro-Cap Trust, Inc. Common Stock",NYSE,443937251.0,26.82794465472779,313873.3429964422,125.0,460.0,585.0,62.0
2024-12-31,CII,617.0,0.0,0.0,830950560.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/CII.png,2004-05-26,True,278256584.0,6756539.0,"BlackRock Enhanced Large Cap Core Fund, Inc. Common Stock",NYSE,830949943.0,33.48656394335898,4118.330168744678,195.0,393.0,588.0,64.0
2024-07-31,HPF,239620.0,0.0,206700000.0,349743718.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/HPF.png,2002-11-26,True,114927568.0,0.0,John Hancock Pfd Income Fund II Pfd Income Fund II,NYSE,556204098.0,20.662840927144696,inf,1.0,590.0,591.0,65.0
2024-12-31,CLM,0.0,0.0,0.0,1822377970.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/CLM.png,2002-08-02,True,374200969.0,0.0,"Cornerstone Strategic Investment Fund, Inc. Common Shares",AMEX,1822377970.0,20.53366399068136,inf,1.0,591.0,592.0,66.0
2024-03-31,AERT,2084000.0,10897000.0,16369000.0,28490382.0,Consulting Services,Industrials,https://images.financialmodelingprep.com/symbol/AERT.png,2021-12-17,True,14577000.0,-10419000.0,"Aeries Technology, Inc. - Class A Ordinary Share",NASDAQ,42775382.0,34.07801244182927,3049.581589958159,205.0,390.0,595.0,67.0
2024-12-31,VOC,1744677.0,0.0,0.0,48450000.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/VOC.png,2011-05-06,True,20728451.0,1744677.0,VOC Energy Trust Units of Beneficial Interest,NYSE,46705323.0,44.381345997757045,1188.0967651892013,278.0,323.0,601.0,68.0
2024-06-30,OPP,1080414.0,0.0,0.0,259574843.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/OPP.png,2016-09-28,True,52324936.0,0.0,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. Common Stock",NYSE,258494429.0,20.242190983543402,inf,1.0,601.0,602.0,69.0
2024-12-31,VTMX,184106780.0,2919853.0,847543818.0,234288690.0,Real Estate - Development,Real Estate,https://images.financialmodelingprep.com/symbol/VTMX.png,2023-06-30,True,265973295.0,-1.0,"Corporacion Inmobiliaria Vesta, S.A.B de C.V. American Depositary Shares, each representing ten (10) Common Shares",NYSE,897725728.0,29.62745599288428,9109.136182244853,172.0,430.0,602.0,69.0
2024-12-31,TY,0.0,0.0,0.0,1607676434.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/TY.png,1980-03-17,True,483973187.0,7078550.0,Tri Continental Corporation Common Stock,NYSE,1607676434.0,30.10389259708462,6837.179747264624,178.0,424.0,602.0,69.0
2024-10-31,NMZ,3135877.0,0.0,0.0,1169502620.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/NMZ.png,2003-11-20,True,379524184.0,11795877.0,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",NYSE,1166366743.0,32.5390093877188,3217.4308362150605,203.0,400.0,603.0,72.0
2024-10-31,AOD,0.0,0.0,0.0,893000570.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/AOD.png,2007-04-23,True,282769396.0,7797255.0,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,NYSE,893000570.0,31.665085723293547,3626.5249244766264,200.0,407.0,607.0,73.0
2024-12-31,BGX,321374.0,0.0,0.0,155422509.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/BGX.png,2011-01-27,True,43089778.0,321374.0,Blackstone Long Short Credit Income Fund Common Shares,NYSE,155101135.0,27.781729643693453,13407.985089024003,162.0,447.0,609.0,74.0
2024-09-30,XFLT,7895595.0,0.0,0.0,333955908.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/XFLT.png,2017-10-09,True,124191750.0,7895595.0,XAI Octagon Floating Rate & Alternative Income Trust Common Shares of Beneficial Interest,NYSE,326060313.0,38.08858209615961,1572.9245231043385,250.0,359.0,609.0,74.0
2024-12-31,EMD,189.0,0.0,0.0,562227432.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/EMD.png,2003-12-04,True,190039038.0,8889428.0,Western Asset Emerging Markets Debt Fund Inc Common Stock,NYSE,562227243.0,33.80110806903749,2137.809519352651,226.0,391.0,617.0,76.0
2024-12-31,CRF,0.0,0.0,0.0,831357540.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/CRF.png,1987-11-05,True,162413097.0,0.0,"Cornerstone Total Return Fund, Inc. (The) Common Stock",AMEX,831357540.0,19.535890298174234,inf,1.0,620.0,621.0,77.0
2024-12-31,MVO,1281396.0,2584453.0,0.0,67275000.0,Oil & Gas Exploration & Production,Energy,https://images.financialmodelingprep.com/symbol/MVO.png,2007-01-19,True,31819203.0,1281396.0,MV Oil Trust Units of Beneficial Interests,NYSE,65993604.0,48.21558616498653,823.084476398328,321.0,300.0,621.0,77.0
2024-11-30,EMO,0.0,0.0,0.0,835844285.0,Asset Management,Financial Services,https://images.financialmodelingprep.com/symbol/EMO.png,2011-06-14,True,376325403.0,41164867.0,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,NYSE,835844285.0,45.02338650314514,914.1907418284626,308.0,318.0,626.0,79.0
2024-12-31,GDV,13608.0,0.0,0.0,2173307735.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/GDV.png,2003-11-25,True,515569366.0,13608.0,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,NYSE,2173294127.0,23.722944795865637,3788722.5602586716,116.0,515.0,631.0,80.0
2024-12-31,RIME,7550000.0,379000.0,650000.0,6178661.0,Consumer Electronics,Technology,https://images.financialmodelingprep.com/symbol/RIME.png,,True,-22468000.0,-11675000.0,"Algorhythm Holdings, Inc. - Common Stock",NASDAQ,-721339.0,3114.762961658804,198.90226628895184,615.0,20.0,635.0,81.0
2023-10-31,BRW,11292302.0,0.0,59471524.0,328753035.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/BRW.png,1992-03-09,True,72611473.0,0.0,Saba Capital Income & Opportunities Fund SBI,NYSE,376932257.0,19.263799171212877,inf,1.0,635.0,636.0,82.0
2024-12-31,FRA,43726.0,0.0,0.0,450267516.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/FRA.png,2003-10-29,True,107921991.0,43726.0,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,NYSE,450223790.0,23.970743749458464,246814.23180716278,127.0,511.0,638.0,83.0
2024-11-30,DSM,0.0,0.0,0.0,282237877.0,Asset Management - Bonds,Financial Services,https://images.financialmodelingprep.com/symbol/DSM.png,1989-11-22,True,53406201.0,0.0,"BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock",NYSE,282237877.0,18.922407427263916,inf,1.0,639.0,640.0,84.0
2024-12-31,JGH,0.0,0.0,0.0,292730562.0,Asset Management - Income,Financial Services,https://images.financialmodelingprep.com/symbol/JGH.png,2014-11-24,True,54317806.0,0.0,Nuveen Global High Income Fund Common Shares of Beneficial Interest,NYSE,292730562.0,18.55556373372453,inf,1.0,644.0,645.0,85.0
